	Arrests per 1,000 Residents	House Election	Locality, Local Health District	PopEst Total Population	Presidential Election	Senate Election	VA Election	Education Spending per Student	Per Capita Income	Per Capita Income Maintenance Benefits	Per Job Income	Children in Poverty	Population in Poverty	Unemployment Rate	Uninsured Children	Uninsured Population2	Voter Turnout2	Cost Burdened Households	Home Ownership Rate	Working Age	Working Age Population w/ a Bachelor Degree	Working Age Population w/o a HS Diploma
900	9.0	True	Bland, Mount Rogers	6612	True	False	False	10859.0	33354.0	561.0	43133.0	0.17	0.14	0.05	0.05	0.1	0.57	0.15	0.82	0.64	0.18	0.09
901	5.0	True	Dickenson, Cumberland Plateau	15304	True	False	False	10933.0	27807.0	1252.0	43171.0	0.3	0.26	0.1	0.05	0.12	0.47	0.26	0.75	0.61	0.12	0.17
902	26.0	True	Buchanan, Cumberland Plateau	23158	True	False	False	11051.0	31677.0	1413.0	49386.0	0.31	0.25	0.11	0.06	0.13	0.44	0.24	0.79	0.63	0.1	0.23
903	13.0	True	Grayson, Mount Rogers	15180	True	False	False	11333.0	31556.0	850.0	27550.0	0.26	0.17	0.05	0.06	0.13	0.54	0.23	0.79	0.59	0.12	0.16
904	19.0	True	Wythe, Mount Rogers	29171	True	False	False	9762.0	35287.0	789.0	36153.0	0.21	0.14	0.06	0.06	0.11	0.54	0.25	0.72	0.6	0.18	0.14
905	16.0	True	Wise, Lenowisco	40074	True	False	False	9009.0	29502.0	1277.0	41707.0	0.29	0.23	0.09	0.04	0.12	0.48	0.24	0.69	0.64	0.15	0.2
906	51.0	True	Norton City, Lenowisco	3978	True	False	False	9426.0				0.34	0.23	0.07	0.04	0.1	0.48	0.38	0.45	0.64	0.2	0.17
907	23.0	True	Russell, Cumberland Plateau	27973	True	False	False	9580.0	32163.0	1145.0	39671.0	0.24	0.17	0.06	0.05	0.11	0.5	0.22	0.78	0.62	0.15	0.13
908	41.0	True	Galax City, Mount Rogers	6858	True	False	False	9987.0				0.34	0.21	0.05	0.06	0.16	0.5	0.28	0.57	0.56	0.1	0.19
909	15.0	True	Carroll, Mount Rogers	29733	True	False	False	10636.0	33418.0	936.0	35615.0	0.23	0.16	0.05	0.06	0.13	0.58	0.24	0.78	0.59	0.12	0.15
910	24.0	True	Smyth, Mount Rogers	31513	True	False	False	9906.0	34516.0	1053.0	40620.0	0.24	0.18	0.06	0.04	0.11	0.52	0.22	0.7	0.6	0.16	0.12
911	35.0	True	Tazewell, Cumberland Plateau	43367	True	False	False	9417.0	33908.0	1043.0	38352.0	0.25	0.18	0.08	0.05	0.12	0.54	0.22	0.75	0.61	0.17	0.15
912	8.0	True	Clarke, Lord Fairfax	14307	True	False	False	11253.0	59162.0	343.0	37490.0	0.09	0.08	0.04	0.07	0.1	0.75	0.3	0.74	0.6	0.31	0.11
913	18.0	True	Warren, Lord Fairfax	38807	True	False	False	9741.0	42374.0	622.0	40138.0	0.14	0.1	0.04	0.05	0.1	0.61	0.29	0.76	0.63	0.2	0.12
914	14.0	True	Botetourt, Alleghany	33192	True	False	False	11066.0	46748.0	460.0	40010.0	0.09	0.08	0.04	0.05	0.08	0.72	0.21	0.86	0.6	0.3	0.07
915	11.0	True	Craig, Alleghany	5195	True	False	False	11268.0	34705.0	675.0	28779.0	0.22	0.13	0.05	0.05	0.1	0.68	0.21	0.73	0.6	0.16	0.09
916	28.0	True	Salem City, Alleghany	25290	True	False	False	10859.0				0.12	0.09	0.04	0.04	0.08	0.55	0.28	0.64	0.63	0.29	0.08
917	17.0	True	Roanoke, Alleghany	93655	True	False	False	10081.0	48384.0	432.0	51023.0	0.09	0.07	0.04	0.04	0.08	0.72	0.23	0.74	0.6	0.37	0.06
918	32.0	True	Roanoke City, Roanoke	99329	True	False	False	12405.0	42263.0	1263.0	55886.0	0.31	0.22	0.04	0.05	0.13	0.55	0.37	0.52	0.63	0.24	0.13
919	8.0	True	Rockingham, Central Shenandoah	78427	True	False	False	10971.0	36021.0	560.0	45418.0	0.13	0.1	0.03	0.07	0.13	0.65	0.25	0.74	0.6	0.27	0.15
920	23.0	True	Harrisonburg City, Central Shenandoah	51979	True	False	False	11851.0				0.22	0.28	0.05	0.06	0.14	0.43	0.42	0.37	0.76	0.38	0.14
921	22.0	True	Waynesboro City, Central Shenandoah	21366	True	False	False	10803.0				0.24	0.15	0.04	0.05	0.12	0.54	0.32	0.58	0.59	0.23	0.12
922	32.0	True	Staunton City, Central Shenandoah	24234	True	False	False	11048.0				0.21	0.13	0.04	0.04	0.1	0.52	0.33	0.58	0.61	0.36	0.09
923	9.0	True	Augusta, Central Shenandoah	74330	True	False	False	10224.0	39856.0	628.0	43853.0	0.12	0.09	0.04	0.05	0.11	0.62	0.25	0.8	0.61	0.24	0.12
924	25.0	True	Winchester City, Lord Fairfax	27349	True	False	False	12724.0				0.22	0.15	0.04	0.06	0.14	0.5	0.37	0.46	0.62	0.33	0.15
925	15.0	True	Frederick, Lord Fairfax	82321	True	False	False	11401.0	46356.0	543.0	50700.0	0.1	0.07	0.03	0.05	0.1	0.63	0.26	0.78	0.61	0.31	0.09
926	5.0	True	Bath, Central Shenandoah	4558	True	False	False	18350.0	51519.0	605.0	41954.0	0.18	0.12	0.04	0.06	0.11	0.64	0.17	0.68	0.6	0.18	0.09
927	2.0	True	Highland, Central Shenandoah	2230	True	False	False	19243.0	44881.0	501.0	24983.0	0.19	0.13	0.03	0.11	0.17	0.75	0.15	0.85	0.5	0.19	0.14
928	19.0	True	Covington City, Alleghany	5650	True	False	False	11122.0				0.27	0.16	0.06	0.03	0.1	0.5	0.24	0.75	0.6	0.11	0.14
929	9.0	True	Alleghany, Alleghany	15919	True	False	False	11735.0	37436.0	898.0	48244.0	0.22	0.15	0.05	0.05	0.1	0.58	0.22	0.79	0.57	0.17	0.12
930	23.0	True	Rockbridge, Central Shenandoah	22450	True	False	False	11091.0	37989.0	640.0	39225.0	0.18	0.12	0.04	0.06	0.12	0.54	0.28	0.77	0.58	0.25	0.11
931	4.0	True	Lexington City, Central Shenandoah	7036	True	False	False	9572.0				0.16	0.22	0.06	0.05	0.1	0.32	0.4	0.56	0.77	0.6	0.08
932	11.0	True	Buena Vista City, Central Shenandoah	6610	True	False	False	9505.0				0.24	0.16	0.05	0.03	0.1	0.46	0.46	0.59	0.62	0.17	0.13
933	11.0	True	Page, Lord Fairfax	23759	True	False	False	9750.0	36716.0	759.0	35497.0	0.24	0.16	0.06	0.05	0.14	0.53	0.26	0.7	0.6	0.14	0.17
934	17.0	True	Shenandoah, Lord Fairfax	42857	True	False	False	10377.0	39940.0	619.0	37790.0	0.15	0.11	0.04	0.06	0.12	0.58	0.28	0.71	0.59	0.2	0.11
