	Arrests per 1,000 Residents	House Election	Locality, Local Health District	PopEst Total Population	Presidential Election	Senate Election	VA Election	Education Spending per Student	Per Capita Income	Per Capita Income Maintenance Benefits	Per Job Income	Children in Poverty	Population in Poverty	Unemployment Rate	Uninsured Children	Uninsured Population2	Voter Turnout2	Cost Burdened Households	Home Ownership Rate	Working Age	Working Age Population w/ a Bachelor Degree	Working Age Population w/o a HS Diploma
594	19.0	True	Hanover, Chickahominy	100689	False	True	False	9049.0	51486.0	343.0	44867.0	0.08	0.06	0.05	0.04	0.09	0.52	0.27	0.82	0.62	0.4	0.05
595	15.0	True	New Kent, Chickahominy	19187	False	True	False	9227.0	52407.0	393.0	33145.0	0.1	0.06	0.05	0.07	0.12	0.49	0.25	0.88	0.65	0.27	0.09
596	10.0	True	Henrico, Henrico	314878	False	True	False	8978.0	55725.0	685.0	63980.0	0.17	0.11	0.05	0.05	0.12	0.44	0.34	0.64	0.63	0.42	0.08
597	30.0	True	Richmond City, Richmond	211063	False	True	False	12731.0	47991.0	1208.0	66546.0	0.39	0.25	0.06	0.06	0.18	0.32	0.45	0.43	0.7	0.37	0.16
598	16.0	True	Caroline, Rappahannock	29057	False	True	False	9145.0	36509.0	762.0	37005.0	0.17	0.11	0.06	0.06	0.13	0.35	0.3	0.81	0.63	0.21	0.14
599	9.0	True	Dinwiddie, Crater	27993	False	True	False	9581.0	36727.0	1253.0	40217.0	0.18	0.12	0.06	0.06	0.13	0.5	0.26	0.75	0.63	0.15	0.15
600	36.0	True	Petersburg City, Crater	32439	False	True	False	10906.0				0.37	0.26	0.11	0.05	0.15	0.31	0.42	0.45	0.64	0.15	0.21
601	12.0	True	Prince George, Crater	36792	False	True	False	9397.0	35584.0	985.0	68055.0	0.13	0.1	0.06	0.06	0.11	0.32	0.28	0.7	0.67	0.19	0.11
602	38.0	True	Hopewell City, Crater	22375	False	True	False	10260.0				0.31	0.2	0.09	0.05	0.15	0.3	0.36	0.53	0.59	0.12	0.17
603	6.0	True	Amelia, Piedmont	12764	False	True	False	9917.0	39241.0	767.0	41872.0	0.19	0.13	0.05	0.09	0.16	0.41	0.27	0.82	0.62	0.15	0.17
604	15.0	True	Sussex, Crater	11923	False	True	False	17017.0	27957.0	984.0	41963.0	0.3	0.24	0.08	0.07	0.15	0.31	0.28	0.65	0.7	0.08	0.3
605	15.0	True	Franklin, West Piedmont	56360	False	True	False	10387.0	35358.0	714.0	33757.0	0.24	0.16	0.05	0.08	0.16	0.36	0.28	0.78	0.61	0.21	0.13
606	14.0	True	Buckingham, Piedmont	17072	False	True	False	10553.0	26342.0	940.0	39913.0	0.27	0.23	0.07	0.08	0.17	0.29	0.26	0.76	0.65	0.11	0.24
607	13.0	True	Charlotte, Piedmont	12399	False	True	False	11369.0	30403.0	1041.0	30328.0	0.3	0.21	0.07	0.09	0.18	0.38	0.29	0.73	0.58	0.16	0.18
608	12.0	True	Cumberland, Piedmont	9916	False	True	False	10546.0	33091.0	1027.0	35905.0	0.29	0.19	0.06	0.07	0.17	0.36	0.28	0.76	0.6	0.14	0.18
609	13.0	True	Surry, Crater	6885	False	True	False	16340.0	38374.0	831.0	77991.0	0.2	0.13	0.06	0.06	0.14	0.47	0.21	0.79	0.63	0.21	0.15
610	17.0	True	Patrick, West Piedmont	18365	False	True	False	9157.0	29480.0	950.0	30605.0	0.32	0.22	0.07	0.08	0.17	0.34	0.24	0.76	0.58	0.12	0.15
611	12.0	True	Lunenburg, Piedmont	12667	False	True	False	9933.0	29964.0	1082.0	34923.0	0.29	0.22	0.06	0.08	0.18	0.33	0.27	0.74	0.63	0.13	0.25
612	17.0	True	Nottoway, Piedmont	15756	False	True	False	9539.0	34255.0	1204.0	39309.0	0.31	0.24	0.05	0.07	0.15	0.31	0.41	0.64	0.62	0.12	0.2
613	17.0	True	Prince Edward, Piedmont	23140	False	True	False	10987.0	27612.0	978.0	38130.0	0.3	0.25	0.08	0.06	0.16	0.26	0.27	0.66	0.69	0.24	0.19
614	10.0	True	Brunswick, Southside	16961	False	True	False	11226.0	30099.0	1220.0	35186.0	0.31	0.22	0.08	0.07	0.16	0.33	0.32	0.74	0.64	0.14	0.22
615	19.0	True	Halifax, Southside	35704	False	True	False	9696.0	32781.0	1141.0	38912.0	0.25	0.18	0.08	0.06	0.14	0.35	0.28	0.73	0.58	0.17	0.15
616	7.0	True	Greensville, Crater	11911	False	True	False	9753.0	29946.0	1304.0	39241.0	0.27	0.25	0.06	0.06	0.13	0.28	0.29	0.73	0.69	0.08	0.2
617	46.0	True	Emporia City, Crater	5682	False	True	False					0.42	0.26	0.08	0.05	0.16	0.32	0.42	0.39	0.61	0.16	0.22
618	6.0	True	Southampton, Western Tidewater	18364	False	True	False	10045.0	33533.0	1077.0	36865.0	0.22	0.15	0.05	0.07	0.14	0.35	0.3	0.72	0.64	0.15	0.17
619	37.0	True	Franklin City, Western Tidewater	8534	False	True	False	12925.0				0.35	0.22	0.08	0.05	0.14	0.35	0.51	0.44	0.58	0.19	0.17
620	15.0	True	Mecklenburg, Southside	31913	False	True	False	9347.0	32372.0	1056.0	34022.0	0.31	0.21	0.08	0.07	0.17	0.31	0.29	0.73	0.59	0.16	0.18
621	8.0	True	Pittsylvania, Pittsylvania-Danville	62955	False	True	False	8896.0	32858.0	1191.0	38105.0	0.2	0.15	0.06	0.06	0.14	0.37	0.25	0.78	0.61	0.15	0.14
622	46.0	True	Danville City, Pittsylvania-Danville	42704	False	True	False	10598.0				0.37	0.24	0.09	0.05	0.14	0.34	0.33	0.54	0.59	0.19	0.15
623	34.0	True	Martinsville City, West Piedmont	13745	False	True	False	10920.0				0.35	0.24	0.1	0.06	0.14	0.35	0.39	0.55	0.58	0.18	0.16
624	20.0	True	Henry, West Piedmont	52960	False	True	False	9528.0	33557.0	1211.0	37197.0	0.31	0.21	0.08	0.07	0.16	0.33	0.25	0.74	0.59	0.13	0.17
625	18.0	True	Scott, Lenowisco	22781	False	True	False	8958.0	29543.0	1072.0	29109.0	0.26	0.21	0.06	0.06	0.14	0.29	0.2	0.79	0.6	0.14	0.17
626	17.0	True	Washington, Mount Rogers	54833	False	True	False	10109.0	39901.0	893.0	45576.0	0.21	0.15	0.06	0.06	0.14	0.32	0.25	0.77	0.62	0.25	0.1
627	20.0	True	Bristol City, Mount Rogers	17595	False	True	False	10402.0				0.35	0.22	0.06	0.05	0.14	0.28	0.3	0.55	0.6	0.22	0.14
628	27.0	True	Radford City, New River	16993	False	True	False	9387.0				0.21	0.32	0.07	0.05	0.12	0.19	0.42	0.47	0.79	0.39	0.07
629	2.0	True	Floyd, New River	15452	False	True	False	9771.0	33143.0	674.0	26498.0	0.2	0.14	0.05	0.08	0.16	0.38	0.2	0.79	0.6	0.19	0.1
630	17.0	True	Giles, New River	17025	False	True	False	9602.0	35640.0	769.0	42047.0	0.18	0.14	0.06	0.06	0.14	0.36	0.2	0.76	0.6	0.18	0.14
631	26.0	True	Pulaski, New River	34630	False	True	False	10153.0	35090.0	785.0	44110.0	0.22	0.15	0.06	0.06	0.12	0.3	0.25	0.73	0.62	0.18	0.12
632	11.0	True	Montgomery, New River	95808	False	True	False	10083.0	31826.0	517.0	46153.0	0.16	0.25	0.05	0.07	0.14	0.29	0.36	0.54	0.74	0.47	0.07
633	10.0	True	Lee, Lenowisco	25380	False	True	False	10061.0	26257.0	1386.0	31940.0	0.32	0.27	0.08	0.06	0.16	0.29	0.26	0.72	0.63	0.12	0.23
634	8.0	True	Bland, Mount Rogers	6727	False	True	False	10521.0	31441.0	563.0	41170.0	0.17	0.14	0.06	0.07	0.13	0.33	0.18	0.8	0.65	0.15	0.16
635	13.0	True	Dickenson, Cumberland Plateau	15612	False	True	False	10755.0	27727.0	1252.0	44185.0	0.27	0.21	0.1	0.07	0.14	0.28	0.23	0.78	0.62	0.11	0.19
636	24.0	True	Buchanan, Cumberland Plateau	23683	False	True	False	10950.0	31742.0	1286.0	53967.0	0.31	0.23	0.1	0.07	0.15	0.24	0.24	0.81	0.64	0.1	0.23
637	10.0	True	Grayson, Mount Rogers	15255	False	True	False	12096.0	29966.0	857.0	27952.0	0.29	0.2	0.08	0.07	0.16	0.34	0.23	0.76	0.59	0.12	0.15
638	17.0	True	Wythe, Mount Rogers	29259	False	True	False	9458.0	33739.0	797.0	35724.0	0.22	0.16	0.06	0.06	0.14	0.31	0.24	0.71	0.61	0.16	0.14
639	20.0	True	Wise, Lenowisco	40872	False	True	False	9695.0	29140.0	1252.0	41871.0	0.29	0.22	0.1	0.06	0.15	0.24	0.24	0.69	0.65	0.14	0.22
640	66.0	True	Norton City, Lenowisco	4015	False	True	False	9353.0				0.33	0.22	0.08	0.04	0.13	0.26	0.31	0.53	0.67	0.23	0.18
641	21.0	True	Russell, Cumberland Plateau	28444	False	True	False	9241.0	30842.0	1137.0	38718.0	0.25	0.18	0.08	0.06	0.14	0.29	0.21	0.78	0.62	0.14	0.14
642	37.0	True	Galax City, Mount Rogers	6981	False	True	False	10015.0				0.35	0.23	0.07	0.07	0.17	0.28	0.25	0.59	0.57	0.13	0.22
643	9.0	True	Carroll, Mount Rogers	29881	False	True	False	10351.0	31380.0	966.0	34734.0	0.25	0.17	0.07	0.08	0.18	0.3	0.27	0.79	0.6	0.13	0.17
644	20.0	True	Smyth, Mount Rogers	31876	False	True	False	9630.0	32609.0	1061.0	41868.0	0.27	0.2	0.08	0.05	0.14	0.28	0.25	0.7	0.61	0.17	0.13
645	24.0	True	Tazewell, Cumberland Plateau	44331	False	True	False	8971.0	33420.0	1043.0	38923.0	0.25	0.19	0.08	0.06	0.15	0.28	0.25	0.73	0.62	0.15	0.16
646	7.0	True	Clarke, Lord Fairfax	14273	False	True	False	10556.0	54826.0	358.0	36697.0	0.11	0.08	0.04	0.07	0.11	0.46	0.32	0.76	0.6	0.34	0.08
647	18.0	True	Warren, Lord Fairfax	38142	False	True	False	9649.0	40169.0	640.0	42095.0	0.16	0.11	0.06	0.06	0.14	0.32	0.31	0.75	0.63	0.2	0.12
648	14.0	True	Botetourt, Alleghany	33105	False	True	False	10506.0	44763.0	391.0	39528.0	0.11	0.08	0.05	0.05	0.1	0.43	0.21	0.88	0.6	0.29	0.06
649	11.0	True	Craig, Alleghany	5206	False	True	False	10329.0	32957.0	642.0	28758.0	0.21	0.12	0.06	0.07	0.13	0.41	0.17	0.81	0.58	0.15	0.06
650	28.0	True	Salem City, Alleghany	25120	False	True	False	11057.0				0.14	0.1	0.05	0.06	0.12	0.35	0.31	0.67	0.63	0.33	0.08
651	16.0	True	Roanoke, Alleghany	93194	False	True	False	9701.0	46092.0	455.0	50920.0	0.1	0.08	0.05	0.04	0.1	0.43	0.26	0.75	0.6	0.38	0.06
652	34.0	True	Roanoke City, Roanoke	97949	False	True	False	11840.0	39187.0	1278.0	52174.0	0.33	0.2	0.06	0.06	0.17	0.29	0.37	0.55	0.64	0.25	0.15
653	6.0	True	Rockingham, Central Shenandoah	77345	False	True	False	10094.0	34629.0	578.0	45129.0	0.16	0.12	0.05	0.08	0.15	0.36	0.27	0.76	0.6	0.26	0.14
654	21.0	True	Harrisonburg City, Central Shenandoah	50821	False	True	False	11706.0				0.24	0.28	0.06	0.08	0.19	0.2	0.42	0.36	0.76	0.37	0.16
655	24.0	True	Waynesboro City, Central Shenandoah	21177	False	True	False	10472.0				0.25	0.15	0.05	0.06	0.14	0.31	0.39	0.58	0.59	0.19	0.13
656	29.0	True	Staunton City, Central Shenandoah	24132	False	True	False	10086.0				0.26	0.16	0.05	0.06	0.14	0.33	0.36	0.58	0.61	0.34	0.11
657	7.0	True	Augusta, Central Shenandoah	73707	False	True	False	9348.0	38255.0	647.0	43054.0	0.14	0.1	0.05	0.07	0.14	0.35	0.24	0.81	0.62	0.23	0.12
658	32.0	True	Winchester City, Lord Fairfax	27031	False	True	False	12126.0				0.22	0.13	0.05	0.07	0.18	0.32	0.4	0.48	0.63	0.29	0.15
659	19.0	True	Frederick, Lord Fairfax	80377	False	True	False	10483.0	43158.0	568.0	48209.0	0.12	0.08	0.05	0.06	0.14	0.38	0.28	0.78	0.62	0.3	0.11
660	10.0	True	Bath, Central Shenandoah	4644	False	True	False	16576.0	47394.0	624.0	39551.0	0.16	0.12	0.04	0.08	0.14	0.32	0.21	0.75	0.56	0.22	0.07
661	1.0	True	Highland, Central Shenandoah	2258	False	True	False	18034.0	43628.0	505.0	25058.0	0.22	0.15	0.04	0.16	0.25	0.48	0.19	0.85	0.53	0.19	0.18
662	18.0	True	Covington City, Alleghany	5853	False	True	False	11266.0				0.27	0.16	0.08	0.05	0.15	0.27	0.28	0.75	0.6	0.07	0.17
663	12.0	True	Alleghany, Alleghany	16133	False	True	False	11005.0	34810.0	874.0	46522.0	0.22	0.16	0.06	0.06	0.13	0.33	0.24	0.79	0.57	0.19	0.1
664	20.0	True	Rockbridge, Central Shenandoah	22367	False	True	False	10617.0	36105.0	652.0	38280.0	0.18	0.13	0.05	0.07	0.15	0.37	0.31	0.75	0.59	0.24	0.1
665	5.0	True	Lexington City, Central Shenandoah	7114	False	True	False	9089.0				0.16	0.24	0.08	0.06	0.15	0.24	0.34	0.54	0.78	0.58	0.09
666	13.0	True	Buena Vista City, Central Shenandoah	6683	False	True	False	9709.0				0.25	0.17	0.06	0.05	0.14	0.23	0.42	0.64	0.62	0.14	0.13
667	9.0	True	Page, Lord Fairfax	23905	False	True	False	9504.0	34471.0	791.0	34540.0	0.24	0.17	0.08	0.06	0.15	0.3	0.3	0.71	0.61	0.13	0.19
668	15.0	True	Shenandoah, Lord Fairfax	42545	False	True	False	9561.0	38116.0	646.0	36420.0	0.18	0.12	0.05	0.07	0.14	0.35	0.31	0.72	0.59	0.2	0.13
669	18.0	False	Culpeper, Rappahannock Rapidan	48424	False	False	False	9667.0	41978.0	631.0	42182.0	0.15	0.1	0.04	0.07	0.13	0.3	0.36	0.73	0.61	0.22	0.14
670	9.0	False	Rappahannock, Rappahannock Rapidan	7431	False	False	False	13227.0	56242.0	418.0	41284.0	0.16	0.1	0.04	0.1	0.15	0.52	0.3	0.76	0.59	0.34	0.11
671	28.0	False	Lynchburg City, Central Virginia	78158	False	False	False	11426.0				0.28	0.23	0.06	0.05	0.12	0.09	0.38	0.51	0.67	0.34	0.09
672	11.0	False	Campbell, Central Virginia	55012	False	False	False	9267.0	35423.0	863.0	47749.0	0.16	0.12	0.05	0.06	0.12	0.18	0.25	0.76	0.62	0.21	0.11
673	6.0	False	Amherst, Central Virginia	32148	False	False	False	10510.0	34130.0	749.0	39123.0	0.21	0.15	0.05	0.06	0.12	0.32	0.24	0.76	0.61	0.2	0.13
674	5.0	False	Appomattox, Central Virginia	15208	False	False	False	9037.0	35231.0	931.0	30905.0	0.21	0.14	0.05	0.07	0.12	0.16	0.26	0.81	0.59	0.19	0.11
675	12.0	False	Bedford, Central Virginia	76463	False	False	False	9327.0	41872.0	505.0	36531.0	0.13	0.09	0.04	0.05	0.1	0.24	0.24	0.81	0.6	0.29	0.08
676	21.0	False	Charlottesville City, Thomas Jefferson	45084	False	False	False	15574.0				0.23	0.21	0.04	0.06	0.14	0.17	0.38	0.44	0.75	0.52	0.09
677	12.0	False	Albemarle, Thomas Jefferson	103108	False	False	False	12511.0	60678.0	486.0	58059.0	0.1	0.1	0.04	0.05	0.1	0.32	0.29	0.65	0.63	0.54	0.07
678	5.0	False	Fluvanna, Thomas Jefferson	26014	False	False	False	9822.0	40170.0	426.0	36083.0	0.1	0.08	0.04	0.06	0.1	0.27	0.27	0.82	0.61	0.3	0.1
679	12.0	False	Greene, Thomas Jefferson	18938	False	False	False	9739.0	39426.0	608.0	36664.0	0.14	0.09	0.04	0.08	0.14	0.39	0.28	0.78	0.61	0.25	0.12
680	4.0	False	Nelson, Thomas Jefferson	14858	False	False	False	12799.0	44910.0	761.0	32320.0	0.23	0.14	0.04	0.08	0.13	0.42	0.28	0.72	0.58	0.27	0.1
681	6.0	False	Madison, Rappahannock Rapidan	13147	False	False	False	11029.0	45372.0	611.0	41832.0	0.18	0.1	0.03	0.08	0.14	0.33	0.34	0.73	0.59	0.25	0.12
682	11.0	False	Louisa, Thomas Jefferson	33986	False	False	False	11469.0	42649.0	674.0	48989.0	0.17	0.11	0.04	0.07	0.13	0.31	0.27	0.8	0.62	0.2	0.15
683	10.0	False	Orange, Rappahannock Rapidan	34596	False	False	False	9787.0	42482.0	584.0	36545.0	0.15	0.1	0.05	0.06	0.12	0.28	0.3	0.75	0.58	0.24	0.1
684	11.0	False	King William, Three Rivers	16097	False	False	False	10919.0	42809.0	559.0	43212.0	0.12	0.08	0.04	0.06	0.1	0.36	0.3	0.82	0.62	0.18	0.1
685	10.0	False	Accomack, Eastern Shore	33115	False	False	False	10486.0	38818.0	1164.0	41182.0	0.31	0.2	0.05	0.09	0.18	0.31	0.26	0.71	0.59	0.18	0.17
686	15.0	False	Northampton, Eastern Shore	12184	False	False	False	11891.0	38192.0	1273.0	34945.0	0.34	0.21	0.06	0.09	0.16	0.41	0.34	0.69	0.56	0.22	0.15
687	17.0	False	King and Queen, Three Rivers	7106	False	False	False	11333.0	35655.0	769.0	34229.0	0.2	0.14	0.05	0.08	0.14	0.32	0.19	0.76	0.61	0.16	0.11
688	4.0	False	Middlesex, Three Rivers	10717	False	False	False	9688.0	45894.0	777.0	35089.0	0.25	0.13	0.04	0.08	0.11	0.38	0.29	0.83	0.56	0.24	0.08
689	8.0	False	Lancaster, Three Rivers	11129	False	False	False	12506.0	50869.0	828.0	35396.0	0.26	0.13	0.07	0.07	0.12	0.49	0.28	0.75	0.51	0.23	0.08
690	14.0	False	Northumberland, Three Rivers	12304	False	False	False	11490.0	43375.0	789.0	33172.0	0.29	0.14	0.06	0.09	0.14	0.46	0.29	0.84	0.51	0.22	0.1
691	8.0	False	Richmond, Three Rivers	8989	False	False	False	11388.0	32865.0	880.0	39008.0	0.23	0.18	0.05	0.08	0.14	0.28	0.28	0.74	0.64	0.13	0.17
692	16.0	False	Essex, Three Rivers	11151	False	False	False	11075.0	38753.0	1045.0	33950.0	0.27	0.16	0.05	0.06	0.14	0.23	0.3	0.74	0.6	0.13	0.15
693	19.0	False	Westmoreland, Three Rivers	17557	False	False	False	11290.0	39486.0	938.0	27269.0	0.29	0.14	0.05	0.07	0.14	0.23	0.31	0.75	0.58	0.18	0.15
694	11.0	False	Mathews, Three Rivers	8880	False	False	False	11460.0	50703.0	568.0	29512.0	0.18	0.1	0.04	0.07	0.1	0.37	0.22	0.83	0.54	0.3	0.04
695	23.0	False	Hampton City, Hampton	137081	False	False	False	10730.0	40773.0	947.0	55862.0	0.24	0.15	0.06	0.04	0.1	0.13	0.42	0.58	0.65	0.24	0.07
696	23.0	False	Williamsburg City, Peninsula	14754	False	False	False					0.25	0.22	0.06	0.06	0.13	0.25	0.43	0.46	0.74	0.5	0.1
697	22.0	False	Newport News City, Peninsula	181323	False	False	False	11066.0	40571.0	1068.0	62652.0	0.26	0.17	0.05	0.04	0.11	0.2	0.39	0.5	0.65	0.25	0.09
698	19.0	False	York, Peninsula	66471	False	False	False	10274.0	54159.0	324.0	44144.0	0.07	0.05	0.04	0.05	0.08	0.29	0.3	0.73	0.62	0.44	0.05
699	13.0	False	James City, Peninsula	70673	False	False	False	11451.0	59404.0	415.0	42917.0	0.1	0.07	0.04	0.05	0.09	0.35	0.3	0.75	0.57	0.45	0.06
700	9.0	False	Poquoson City, Peninsula	12077	False	False	False	10065.0				0.07	0.05	0.04	0.04	0.07	0.22	0.26	0.82	0.6	0.4	0.04
701	14.0	False	Gloucester, Three Rivers	37001	False	False	False	10074.0	45429.0	620.0	34601.0	0.15	0.09	0.04	0.05	0.1	0.23	0.28	0.79	0.63	0.22	0.08
702	13.0	False	Chesapeake City, Chesapeake	230601	False	False	False	10810.0	46900.0	612.0	46022.0	0.14	0.1	0.05	0.04	0.08	0.11	0.38	0.7	0.64	0.32	0.07
703	16.0	False	Norfolk City, Norfolk	245452	False	False	False	11297.0	38271.0	1075.0	67811.0	0.3	0.21	0.06	0.04	0.13	0.13	0.46	0.43	0.7	0.27	0.11
704	22.0	False	Portsmouth City, Portsmouth	96135	False	False	False	10862.0	38769.0	1329.0	65048.0	0.31	0.19	0.06	0.04	0.12	0.11	0.44	0.55	0.63	0.22	0.14
705	17.0	False	Virginia Beach City, Virginia Beach	448290	False	False	False	11149.0	52731.0	525.0	49604.0	0.12	0.08	0.04	0.04	0.09	0.21	0.39	0.64	0.65	0.35	0.05
706	11.0	False	Isle of Wight, Western Tidewater	35740	False	False	False	9936.0	50704.0	586.0	44648.0	0.13	0.1	0.05	0.05	0.09	0.35	0.3	0.78	0.62	0.29	0.11
707	18.0	False	Suffolk City, Western Tidewater	86184	False	False	False	9730.0	47928.0	841.0	50876.0	0.18	0.13	0.05	0.04	0.09	0.13	0.37	0.71	0.62	0.28	0.1
708	10.0	False	Fauquier, Rappahannock Rapidan	67463	False	False	False	12173.0	62832.0	357.0	46072.0	0.08	0.07	0.04	0.06	0.09	0.32	0.28	0.79	0.61	0.34	0.07
709	9.0	False	Falls Church City, Fairfax	13308	False	False	False	18655.0				0.03	0.03	0.03	0.03	0.05	0.4	0.29	0.59	0.64	0.82	0.01
710	11.0	False	Fairfax City, Fairfax	23402	False	False	False					0.08	0.07	0.04	0.06	0.1	0.3	0.3	0.7	0.64	0.58	0.07
711	10.0	False	Fairfax, Fairfax	1128722	False	False	False	14218.0	75081.0	330.0	82464.0	0.07	0.06	0.04	0.04	0.09	0.27	0.3	0.68	0.65	0.61	0.08
712	6.0	False	Loudoun, Loudoun	351129	False	False	False	12915.0	70046.0	219.0	62792.0	0.04	0.04	0.04	0.03	0.07	0.37	0.29	0.77	0.63	0.6	0.06
713	14.0	False	Prince William, Prince William	437271	False	False	False	10795.0	50047.0	470.0	51258.0	0.09	0.07	0.04	0.06	0.11	0.26	0.33	0.71	0.64	0.39	0.1
714	12.0	False	Manassas Park City, Prince William	15625	False	False	False	10932.0				0.13	0.08	0.04	0.09	0.19	0.2	0.4	0.69	0.66	0.29	0.16
715	18.0	False	Manassas City, Rappahannock Rapidan	40743	False	False	False	13301.0				0.15	0.1	0.04	0.08	0.16	0.33	0.34	0.64	0.65	0.29	0.19
716	11.0	False	Alexandria City, Alexandria	149315	False	False	False	17447.0	82253.0	447.0	80345.0	0.15	0.09	0.03	0.05	0.12	0.34	0.34	0.42	0.73	0.63	0.08
717	11.0	False	Arlington, Arlington	223945	False	False	False	18594.0	86141.0	281.0	95848.0	0.09	0.07	0.03	0.03	0.07	0.26	0.31	0.44	0.74	0.75	0.06
718	12.0	False	Spotsylvania, Rappahannock	127691	False	False	False	10149.0	46261.0	557.0	44781.0	0.11	0.08	0.05	0.05	0.1	0.27	0.31	0.76	0.62	0.3	0.09
719	16.0	False	Stafford, Rappahannock	137145	False	False	False	9846.0	50200.0	390.0	52238.0	0.07	0.05	0.04	0.04	0.08	0.25	0.29	0.77	0.64	0.38	0.05
720	47.0	False	Fredericksburg City, Rappahannock	27395	False	False	False	12944.0				0.23	0.16	0.05	0.05	0.11	0.16	0.39	0.34	0.69	0.37	0.08
721	11.0	False	King George, Rappahannock	24933	False	False	False	8740.0	51071.0	504.0	88322.0	0.1	0.07	0.05	0.04	0.07	0.29	0.26	0.73	0.62	0.33	0.05
722	83.0	False	Colonial Heights City, Chesterfield	17515	False	False	False	12568.0				0.17	0.11	0.05	0.05	0.1	0.21	0.32	0.63	0.58	0.23	0.1
723	21.0	False	Chesterfield, Chesterfield	328176	False	False	False	9486.0	48754.0	516.0	48358.0	0.1	0.07	0.04	0.04	0.09	0.32	0.29	0.76	0.63	0.38	0.08
724	9.0	False	Powhatan, Chesterfield	28207	False	False	False	10484.0	49785.0	317.0	39637.0	0.08	0.06	0.04	0.06	0.09	0.45	0.26	0.87	0.65	0.29	0.09
725	4.0	False	Charles City, Chickahominy	7118	False	False	False	13618.0	40291.0	705.0	43679.0	0.2	0.12	0.05	0.1	0.18	0.49	0.28	0.81	0.63	0.14	0.19
726	3.0	False	Goochland, Chickahominy	21721	False	False	False	11378.0	87606.0	345.0	86619.0	0.1	0.07	0.04	0.04	0.05	0.33	0.24	0.87	0.62	0.38	0.09
727	17.0	False	Hanover, Chickahominy	101340	False	False	False	9549.0	54622.0	333.0	47157.0	0.07	0.06	0.04	0.04	0.07	0.31	0.25	0.81	0.62	0.4	0.05
728	10.0	False	New Kent, Chickahominy	19560	False	False	False	9369.0	58236.0	376.0	34177.0	0.1	0.07	0.04	0.06	0.1	0.41	0.25	0.85	0.64	0.27	0.08
729	0.0	False	Henrico, Henrico	318864	False	False	False	9305.0	58039.0	623.0	65152.0	0.13	0.09	0.04	0.04	0.1	0.3	0.33	0.63	0.63	0.43	0.08
730	28.0	False	Richmond City, Richmond	213735	False	False	False	13413.0	50591.0	1249.0	69504.0	0.36	0.24	0.05	0.05	0.15	0.22	0.44	0.42	0.7	0.38	0.15
731	16.0	False	Caroline, Rappahannock	29349	False	False	False	9345.0	40801.0	766.0	37315.0	0.17	0.12	0.05	0.06	0.12	0.3	0.3	0.81	0.63	0.21	0.13
732	8.0	False	Dinwiddie, Crater	28110	False	False	False	9880.0	37847.0	1305.0	40646.0	0.18	0.12	0.05	0.06	0.11	0.31	0.26	0.77	0.63	0.17	0.14
733	31.0	False	Petersburg City, Crater	32123	False	False	False	11490.0				0.43	0.28	0.09	0.04	0.12	0.16	0.44	0.41	0.64	0.16	0.19
734	8.0	False	Prince George, Crater	37380	False	False	False	9345.0	36383.0	910.0	69143.0	0.12	0.1	0.05	0.04	0.09	0.25	0.3	0.71	0.67	0.22	0.1
735	36.0	False	Hopewell City, Crater	22279	False	False	False	10296.0				0.34	0.21	0.08	0.04	0.13	0.17	0.35	0.51	0.59	0.13	0.15
736	7.0	False	Amelia, Piedmont	12777	False	False	False	9185.0	40473.0	746.0	40551.0	0.17	0.11	0.04	0.08	0.13	0.4	0.29	0.81	0.61	0.14	0.17
737	12.0	False	Sussex, Crater	11864	False	False	False	16426.0	28915.0	1025.0	42387.0	0.29	0.22	0.07	0.06	0.14	0.32	0.27	0.65	0.71	0.09	0.28
738	17.0	False	Franklin, West Piedmont	56315	False	False	False	10669.0	37232.0	713.0	34812.0	0.19	0.13	0.05	0.07	0.13	0.36	0.27	0.77	0.6	0.21	0.12
739	14.0	False	Buckingham, Piedmont	17068	False	False	False	10856.0	27474.0	914.0	40946.0	0.27	0.2	0.06	0.06	0.14	0.2	0.27	0.78	0.65	0.11	0.18
740	13.0	False	Charlotte, Piedmont	12313	False	False	False	11848.0	32369.0	1091.0	32097.0	0.28	0.19	0.06	0.07	0.15	0.2	0.28	0.69	0.58	0.15	0.17
741	11.0	False	Cumberland, Piedmont	9859	False	False	False	10915.0	34419.0	969.0	36827.0	0.31	0.2	0.05	0.06	0.13	0.25	0.31	0.72	0.6	0.12	0.18
742	10.0	False	Surry, Crater	6823	False	False	False	17756.0	40509.0	825.0	82707.0	0.2	0.13	0.05	0.06	0.11	0.56	0.2	0.8	0.63	0.23	0.12
743	13.0	False	Patrick, West Piedmont	18264	False	False	False	9440.0	30738.0	941.0	30938.0	0.26	0.17	0.05	0.07	0.14	0.29	0.24	0.77	0.58	0.14	0.15
744	14.0	False	Lunenburg, Piedmont	12558	False	False	False	10219.0	30874.0	1012.0	35697.0	0.29	0.21	0.05	0.08	0.15	0.21	0.27	0.74	0.62	0.13	0.23
745	14.0	False	Nottoway, Piedmont	15711	False	False	False	9573.0	35885.0	1143.0	41068.0	0.29	0.24	0.05	0.06	0.14	0.3	0.4	0.65	0.62	0.16	0.18
746	15.0	False	Prince Edward, Piedmont	23022	False	False	False	11284.0	28978.0	929.0	39673.0	0.29	0.22	0.06	0.05	0.13	0.22	0.25	0.65	0.69	0.26	0.15
